gcf1,gcf2,count,jaccard_index,distance,weight
GCF_cf733f79fd,GCF_d9acc71fbc,2347,0.32071604,0.67928396,0.32071604
GCF_7aa04f3a2a,GCF_e2e9c9a93c,76,0.32067511,0.67932489,0.32067511
GCF_3383130ec5,GCF_7e115a4da9,447,0.32065997,0.67934003,0.32065997
GCF_50580543b5,GCF_8eb6cd2c45,2369,0.32065512,0.6793448799999999,0.32065512
GCF_266a7e5f9b,GCF_58679ae064,59,0.32065217,0.67934783,0.32065217
GCF_50580543b5,GCF_8967c87552,2376,0.32064777,0.67935223,0.32064777
GCF_aaea36b81d,GCF_b2b989985f,758,0.32064298,0.67935702,0.32064298
GCF_50580543b5,GCF_51e35ba0aa,2517,0.32063694,0.67936306,0.32063694
GCF_f31031f140,GCF_f322c63ac2,143,0.3206278,0.6793722,0.3206278
GCF_3bf59eb8ee,GCF_de93d38bcd,42,0.32061069,0.67938931,0.32061069
GCF_5e98ea1481,GCF_c255f49344,84,0.32061069,0.67938931,0.32061069
GCF_5f381bc55c,GCF_ea22beb9df,42,0.32061069,0.67938931,0.32061069
GCF_64ebd2a4ce,GCF_b41caf0828,42,0.32061069,0.67938931,0.32061069
GCF_6bce0573aa,GCF_babc66168f,42,0.32061069,0.67938931,0.32061069
GCF_81b10fde3e,GCF_8c198ed57c,42,0.32061069,0.67938931,0.32061069
GCF_96509b7700,GCF_a20a360b79,42,0.32061069,0.67938931,0.32061069
GCF_e7728a1aa7,GCF_fbc179e09d,84,0.32061069,0.67938931,0.32061069
GCF_001feb7c28,GCF_229004763e,2528,0.32060875,0.67939125,0.32060875
GCF_8943cb0cfa,GCF_d35cd893d5,1483,0.32057933,0.6794206700000001,0.32057933
GCF_00afc41845,GCF_b365e029d4,67,0.32057416,0.67942584,0.32057416
GCF_510dd0d947,GCF_8f0b103b14,134,0.32057416,0.67942584,0.32057416
GCF_a8102a784e,GCF_f8d9038b2c,6233,0.32056161,0.6794383900000001,0.32056161
GCF_00a0d800e5,GCF_5f79b94159,50,0.32051282,0.67948718,0.32051282
GCF_01c9e5ab9e,GCF_2e882e8ac1,25,0.32051282,0.67948718,0.32051282
GCF_03f62b80c1,GCF_da95258533,75,0.32051282,0.67948718,0.32051282
GCF_0a05fd32ee,GCF_1e71f81d97,25,0.32051282,0.67948718,0.32051282
GCF_0c7638bade,GCF_12ee51e3ac,25,0.32051282,0.67948718,0.32051282
GCF_0c7638bade,GCF_f4304ae73d,25,0.32051282,0.67948718,0.32051282
GCF_1ce6a07db5,GCF_eaca671498,25,0.32051282,0.67948718,0.32051282
GCF_24b52d50bf,GCF_39798fe64d,25,0.32051282,0.67948718,0.32051282
GCF_27a1132f52,GCF_37f4fbc27b,25,0.32051282,0.67948718,0.32051282
GCF_35ca52853e,GCF_a4ac277d42,25,0.32051282,0.67948718,0.32051282
GCF_378a9e12af,GCF_68346807c2,25,0.32051282,0.67948718,0.32051282
GCF_3aa73d5726,GCF_4ffcab7600,25,0.32051282,0.67948718,0.32051282
GCF_46203bd279,GCF_d7eee6221c,25,0.32051282,0.67948718,0.32051282
GCF_4b56c3255b,GCF_da95258533,75,0.32051282,0.67948718,0.32051282
GCF_4f6179ba80,GCF_683d2995a4,50,0.32051282,0.67948718,0.32051282
GCF_54cfd23986,GCF_c445f134ca,25,0.32051282,0.67948718,0.32051282
GCF_69db13821b,GCF_cde6071be6,100,0.32051282,0.67948718,0.32051282
GCF_6c4b0639d3,GCF_97c0da0ce7,25,0.32051282,0.67948718,0.32051282
GCF_7143f1619e,GCF_e46714f369,25,0.32051282,0.67948718,0.32051282
GCF_7da9e090cc,GCF_a6c1c03732,25,0.32051282,0.67948718,0.32051282
GCF_8c198ed57c,GCF_b8c055a3a4,25,0.32051282,0.67948718,0.32051282
GCF_96509b7700,GCF_bede7fdb08,50,0.32051282,0.67948718,0.32051282
GCF_9a40df4990,GCF_f4fd75855d,25,0.32051282,0.67948718,0.32051282
GCF_9fb393fce2,GCF_f73409c363,25,0.32051282,0.67948718,0.32051282
GCF_a4a6d4d3aa,GCF_bfec036128,25,0.32051282,0.67948718,0.32051282
GCF_d388b30ebe,GCF_ec6abae1a0,25,0.32051282,0.67948718,0.32051282
GCF_001feb7c28,GCF_0d981711ea,2866,0.32050995,0.6794900500000001,0.32050995
GCF_5bffcb396a,GCF_b212e76f03,1174,0.32050232,0.67949768,0.32050232
GCF_512b811aea,GCF_af9a3ffb11,108,0.32047478,0.6795252199999999,0.32047478
GCF_607d3452e7,GCF_90d1928738,1054,0.32046215,0.67953785,0.32046215
GCF_41ea805e63,GCF_f06ac8409b,2190,0.32045654,0.67954346,0.32045654
GCF_3bf7c2fc79,GCF_d7c4367a90,2727,0.32044653,0.67955347,0.32044653
GCF_0ccab31f96,GCF_b8f9c0e4ad,58,0.32044199,0.67955801,0.32044199
GCF_3219542bf6,GCF_6c380be946,58,0.32044199,0.67955801,0.32044199
GCF_7e150745f6,GCF_b40a5a71f2,1995,0.32043045,0.6795695500000001,0.32043045
GCF_4af5d2acbb,GCF_5c646399af,91,0.32042254,0.67957746,0.32042254
GCF_7b7b0d9054,GCF_e5c7efbe15,1745,0.32041866,0.6795813399999999,0.32041866
GCF_163b420811,GCF_e008724cb0,1447,0.3204163,0.6795837,0.3204163
GCF_a9dff83857,GCF_adcd7585b9,124,0.32041344,0.67958656,0.32041344
GCF_1e7ed19cce,GCF_95c1d5d3a3,33,0.32038835,0.67961165,0.32038835
GCF_27b81251ee,GCF_4fea58d6c9,66,0.32038835,0.67961165,0.32038835
GCF_295c597db2,GCF_de5f8a7d68,33,0.32038835,0.67961165,0.32038835
GCF_412a7309bd,GCF_5140a6ec5f,33,0.32038835,0.67961165,0.32038835
GCF_430eddbcab,GCF_cdde0e8803,33,0.32038835,0.67961165,0.32038835
GCF_6227c739b8,GCF_b58ebc1b60,33,0.32038835,0.67961165,0.32038835
GCF_95c1d5d3a3,GCF_99f2c96800,33,0.32038835,0.67961165,0.32038835
GCF_985a95c48d,GCF_f5e709e29e,33,0.32038835,0.67961165,0.32038835
GCF_b1d416db16,GCF_f863931cd5,33,0.32038835,0.67961165,0.32038835
GCF_be72663692,GCF_ccf662b730,66,0.32038835,0.67961165,0.32038835
GCF_3cf408d4bf,GCF_3ed43217e0,107,0.32035928,0.67964072,0.32035928
GCF_4d1c1e486a,GCF_7e150745f6,1983,0.32035541,0.67964459,0.32035541
GCF_af0e204747,GCF_e2fca420a6,1069,0.32034762,0.6796523800000001,0.32034762
GCF_9bc5b9c08c,GCF_aeed51d85f,74,0.32034632,0.6796536799999999,0.32034632
GCF_651366a4e2,GCF_ade2f0f09a,263,0.32034105,0.67965895,0.32034105
GCF_12fdd43d43,GCF_4d1067d614,41,0.3203125,0.6796875,0.3203125
GCF_375a206cae,GCF_b58ebc1b60,41,0.3203125,0.6796875,0.3203125
GCF_39798fe64d,GCF_64ebd2a4ce,41,0.3203125,0.6796875,0.3203125
GCF_898b3a02a1,GCF_c7f3659a42,41,0.3203125,0.6796875,0.3203125
GCF_9008f57833,GCF_b73f4a5181,41,0.3203125,0.6796875,0.3203125
GCF_e5c7efbe15,GCF_edd747984f,1385,0.32030527,0.67969473,0.32030527
GCF_a338e71bb0,GCF_e008724cb0,1253,0.32029652,0.67970348,0.32029652
GCF_805ceff46c,GCF_a150b80f6d,1040,0.32029566,0.67970434,0.32029566
GCF_411eb697ed,GCF_c4c53d27ea,131,0.3202934,0.6797066,0.3202934
GCF_62fde659c0,GCF_dbf5447cec,4525,0.32028596,0.67971404,0.32028596
GCF_737a6edf52,GCF_edd747984f,1414,0.3202718,0.6797282,0.3202718
GCF_50580543b5,GCF_a233d3dd99,2950,0.32026924,0.67973076,0.32026924
GCF_004562bcdc,GCF_b796c7a173,49,0.32026144,0.67973856,0.32026144
GCF_142f87ae51,GCF_1e71f95570,294,0.32026144,0.67973856,0.32026144
GCF_4d23b7a0d1,GCF_84be87f615,98,0.32026144,0.67973856,0.32026144
GCF_86113bd62f,GCF_cc70669188,49,0.32026144,0.67973856,0.32026144
GCF_7b7b0d9054,GCF_dc547b3d63,1869,0.3202536,0.6797464,0.3202536
GCF_7b4b085949,GCF_8d04c53673,106,0.32024169,0.67975831,0.32024169
GCF_df8c4fb204,GCF_f86c104d99,106,0.32024169,0.67975831,0.32024169
GCF_9a92460b0b,GCF_a8b1198a63,57,0.32022472,0.67977528,0.32022472
GCF_05ca3d239c,GCF_c8b237a216,301,0.32021277,0.6797872300000001,0.32021277
GCF_0cf04079c2,GCF_39c981e36d,65,0.32019704,0.67980296,0.32019704
GCF_2cb0f2ce10,GCF_acd44366c8,3497,0.32017945,0.6798205500000001,0.32017945
GCF_163b420811,GCF_a338e71bb0,1053,0.3201581,0.6798419,0.3201581
GCF_69caa4825c,GCF_f69a84c0fa,89,0.32014388,0.67985612,0.32014388
GCF_df067196c5,GCF_e661808b80,194,0.32013201,0.67986799,0.32013201
GCF_0cc4440f3d,GCF_e87e9c56bf,1145,0.32010064,0.6798993600000001,0.32010064
GCF_1d1cf871f5,GCF_a345cac62a,1927,0.32009967,0.6799003299999999,0.32009967
GCF_2383144e3a,GCF_e1c79bdc09,846,0.32009081,0.67990919,0.32009081
GCF_6ca4ee8cc3,GCF_db427d8839,338,0.32007576,0.6799242400000001,0.32007576
GCF_081287a67a,GCF_7d11ec347e,4168,0.32007372,0.67992628,0.32007372
GCF_79ccc6d9d7,GCF_c3b8dc2181,732,0.32006996,0.67993004,0.32006996
GCF_d9a2379e6d,GCF_edd747984f,1269,0.32005044,0.6799495600000001,0.32005044
GCF_001f7e3f4f,GCF_247214152f,40,0.32,0.6799999999999999,0.32
GCF_0532dd3386,GCF_abaf3d457a,24,0.32,0.6799999999999999,0.32
GCF_08f55cfa43,GCF_8459315ee8,784,0.32,0.6799999999999999,0.32
GCF_0c7638bade,GCF_7c55ebcd2e,24,0.32,0.6799999999999999,0.32
GCF_10f4c9e388,GCF_ef6c8b55f2,32,0.32,0.6799999999999999,0.32
GCF_11bef92a56,GCF_e2225ea2e7,24,0.32,0.6799999999999999,0.32
GCF_12fdd43d43,GCF_8397bb4ca6,24,0.32,0.6799999999999999,0.32
GCF_14eeddc36a,GCF_1f0b9b8cbb,24,0.32,0.6799999999999999,0.32
GCF_1831fdea8d,GCF_eb202d1688,24,0.32,0.6799999999999999,0.32
GCF_1a2533c71f,GCF_749ce6e925,24,0.32,0.6799999999999999,0.32
GCF_1b69c3e458,GCF_68b8315a76,32,0.32,0.6799999999999999,0.32
GCF_1e7ed19cce,GCF_9efaf43a0c,40,0.32,0.6799999999999999,0.32
GCF_1fb885b284,GCF_ec6abae1a0,24,0.32,0.6799999999999999,0.32
GCF_228d242fff,GCF_7c0f5856fb,32,0.32,0.6799999999999999,0.32
GCF_24ee0099cd,GCF_6e3277956b,24,0.32,0.6799999999999999,0.32
GCF_2501aa0a91,GCF_ce6741c0bb,32,0.32,0.6799999999999999,0.32
GCF_264b3c0067,GCF_64823723d1,24,0.32,0.6799999999999999,0.32
GCF_26a162783b,GCF_db5bf0b808,24,0.32,0.6799999999999999,0.32
GCF_2785cf1e48,GCF_e4268d5722,40,0.32,0.6799999999999999,0.32
GCF_2878afda3e,GCF_f84c904f0f,40,0.32,0.6799999999999999,0.32
GCF_29a9a55680,GCF_55daf1dc9e,256,0.32,0.6799999999999999,0.32
GCF_2ce9692dd0,GCF_aa95acf9f7,24,0.32,0.6799999999999999,0.32
GCF_34e5b7031b,GCF_807309c4fb,24,0.32,0.6799999999999999,0.32
GCF_359f3d1494,GCF_ca56d84b62,24,0.32,0.6799999999999999,0.32
GCF_3803e5b789,GCF_7c0f5856fb,32,0.32,0.6799999999999999,0.32
GCF_381482b8b4,GCF_71d27e80fb,32,0.32,0.6799999999999999,0.32
GCF_38941237c0,GCF_5db045685e,24,0.32,0.6799999999999999,0.32
GCF_39798fe64d,GCF_c7f3659a42,24,0.32,0.6799999999999999,0.32
GCF_3aa02bbbfc,GCF_addec1d1c1,24,0.32,0.6799999999999999,0.32
GCF_3bf59eb8ee,GCF_f431783179,32,0.32,0.6799999999999999,0.32
GCF_3c5bd46100,GCF_dade579a18,128,0.32,0.6799999999999999,0.32
GCF_44f2252f83,GCF_b6d0e71bcf,24,0.32,0.6799999999999999,0.32
GCF_455e1cff68,GCF_749ce6e925,32,0.32,0.6799999999999999,0.32
GCF_47097fbb22,GCF_b590611260,24,0.32,0.6799999999999999,0.32
GCF_4d9730791e,GCF_84fd253bb8,32,0.32,0.6799999999999999,0.32
GCF_4d9730791e,GCF_b80abb5b4c,32,0.32,0.6799999999999999,0.32
GCF_57bafb0cbd,GCF_692941b328,24,0.32,0.6799999999999999,0.32
GCF_596653749a,GCF_8c97b60e6b,32,0.32,0.6799999999999999,0.32
GCF_5cf35bc8e5,GCF_9ed706c88c,32,0.32,0.6799999999999999,0.32
GCF_5d439e933e,GCF_80cb97f213,64,0.32,0.6799999999999999,0.32
GCF_5e98ea1481,GCF_9655e2a6c2,32,0.32,0.6799999999999999,0.32
GCF_616ea74b08,GCF_84be87f615,48,0.32,0.6799999999999999,0.32
GCF_616ea74b08,GCF_b7e87ffc73,24,0.32,0.6799999999999999,0.32
GCF_6566d6e08c,GCF_7904537831,24,0.32,0.6799999999999999,0.32
GCF_66f87b590b,GCF_f9a6120d30,24,0.32,0.6799999999999999,0.32
GCF_6713e8c840,GCF_ce3953a291,32,0.32,0.6799999999999999,0.32
GCF_68184d8d84,GCF_ba262e17a5,48,0.32,0.6799999999999999,0.32
GCF_68b8315a76,GCF_6b132d785d,32,0.32,0.6799999999999999,0.32
GCF_715b67b97f,GCF_ef89349ae5,24,0.32,0.6799999999999999,0.32
GCF_73a9220d83,GCF_b800d25216,24,0.32,0.6799999999999999,0.32
GCF_74204e298c,GCF_a80a51f9e1,56,0.32,0.6799999999999999,0.32
GCF_7659e63532,GCF_b49bd6ad13,32,0.32,0.6799999999999999,0.32
GCF_78049493d1,GCF_a529fd75b3,32,0.32,0.6799999999999999,0.32
GCF_7983d4b852,GCF_c43d7bbd98,24,0.32,0.6799999999999999,0.32
GCF_852e9d50c6,GCF_aa95acf9f7,24,0.32,0.6799999999999999,0.32
GCF_864906b4f8,GCF_8c97b60e6b,32,0.32,0.6799999999999999,0.32
GCF_87e66a7e75,GCF_dda4e591d1,72,0.32,0.6799999999999999,0.32
GCF_8f1a1dfc94,GCF_9e1358ce30,24,0.32,0.6799999999999999,0.32
GCF_8ff00ce4b1,GCF_de5f8a7d68,32,0.32,0.6799999999999999,0.32
GCF_914613e33b,GCF_97acc3361a,32,0.32,0.6799999999999999,0.32
GCF_9677b4e33d,GCF_9c0fe6e5db,24,0.32,0.6799999999999999,0.32
GCF_9d992700d2,GCF_a7d949a20d,32,0.32,0.6799999999999999,0.32
GCF_9e5f732449,GCF_cdf820bf3e,40,0.32,0.6799999999999999,0.32
GCF_9ed706c88c,GCF_ebf93ad38d,24,0.32,0.6799999999999999,0.32
GCF_a6413e7d10,GCF_c40669bfef,32,0.32,0.6799999999999999,0.32
GCF_b9563fb593,GCF_f1254e01a6,32,0.32,0.6799999999999999,0.32
GCF_ba6a257d5d,GCF_cf9f8e1d55,24,0.32,0.6799999999999999,0.32
GCF_ba74c1ab52,GCF_c47ab0439b,24,0.32,0.6799999999999999,0.32
GCF_bb3af1d4e6,GCF_d8e854ee91,32,0.32,0.6799999999999999,0.32
GCF_d5b6759a2a,GCF_ef6c8b55f2,40,0.32,0.6799999999999999,0.32
GCF_d6205ff5c6,GCF_ecba73cc1b,48,0.32,0.6799999999999999,0.32
GCF_da6f88a47c,GCF_e6feb9da77,160,0.32,0.6799999999999999,0.32
GCF_2383144e3a,GCF_835387cdb1,647,0.31998022,0.6800197800000001,0.31998022
GCF_3bc9107137,GCF_ce0d8576ec,1054,0.31997571,0.68002429,0.31997571
GCF_51e35ba0aa,GCF_6c2dfce6e8,2423,0.31995246,0.68004754,0.31995246
GCF_163b420811,GCF_a596f6b617,1808,0.31994337,0.6800566299999999,0.31994337
GCF_4cdb12aeb4,GCF_f1a56231ce,238,0.31989247,0.68010753,0.31989247
GCF_0fb1d910e1,GCF_8943cb0cfa,1631,0.31986664,0.68013336,0.31986664
GCF_29e53bd025,GCF_c2af0da8de,95,0.31986532,0.68013468,0.31986532
GCF_2e953e5d28,GCF_cf0249dab7,767,0.31984987,0.68015013,0.31984987
GCF_40a2a13bdf,GCF_bbff32c670,253,0.31984829,0.6801517100000001,0.31984829
GCF_c5715ad659,GCF_c6beb159b2,8222,0.31984751,0.68015249,0.31984751
GCF_7b269685a6,GCF_eafa389993,2402,0.31984021,0.68015979,0.31984021
GCF_1131f91fdf,GCF_5aa9c8e4a1,79,0.31983806,0.6801619400000001,0.31983806
GCF_122c21ea5e,GCF_a4f941d61a,79,0.31983806,0.6801619400000001,0.31983806
GCF_44c6eac58f,GCF_b4a08a3943,79,0.31983806,0.6801619400000001,0.31983806
GCF_6851e77e78,GCF_ab9abdfb15,79,0.31983806,0.6801619400000001,0.31983806
GCF_d9acc71fbc,GCF_ec90cc4fa4,2370,0.31983806,0.6801619400000001,0.31983806
GCF_4372a8cc17,GCF_9efaf43a0c,71,0.31981982,0.68018018,0.31981982
GCF_b0944166c4,GCF_cf18c2d2e7,4331,0.31981982,0.68018018,0.31981982
GCF_16ff7a2686,GCF_3c5bd46100,63,0.31979695,0.68020305,0.31979695
GCF_dbf5447cec,GCF_f89020212a,3259,0.31979197,0.68020803,0.31979197
GCF_625cc362c6,GCF_c858e89c02,4159,0.31977549,0.68022451,0.31977549
GCF_4a63fae1b2,GCF_4d83c6f54c,1289,0.31977177,0.68022823,0.31977177
GCF_251251a932,GCF_3d05534e18,55,0.31976744,0.68023256,0.31976744
GCF_40396b6d20,GCF_9e1358ce30,55,0.31976744,0.68023256,0.31976744
GCF_4d06a82f1e,GCF_4e88351221,110,0.31976744,0.68023256,0.31976744
GCF_8e056d0e91,GCF_a342d2e29d,110,0.31976744,0.68023256,0.31976744
GCF_178cf4f4a7,GCF_c939c5c631,510,0.31974922,0.6802507799999999,0.31974922
GCF_2cb0f2ce10,GCF_ec90cc4fa4,3160,0.31974097,0.68025903,0.31974097
GCF_ab134eac7a,GCF_f341bd2cfa,1356,0.31973591,0.68026409,0.31973591
GCF_04a1a1fc27,GCF_1b8afc3a54,47,0.31972789,0.68027211,0.31972789
GCF_06a8be7142,GCF_81b10fde3e,47,0.31972789,0.68027211,0.31972789
GCF_18bc50e96e,GCF_d40d5407a1,47,0.31972789,0.68027211,0.31972789
GCF_45c8995535,GCF_7fd5563682,47,0.31972789,0.68027211,0.31972789
GCF_585cd2a5f5,GCF_596653749a,47,0.31972789,0.68027211,0.31972789
GCF_b50b7bca46,GCF_db3d2f136f,47,0.31972789,0.68027211,0.31972789
GCF_bbbcb57962,GCF_c8b8974710,47,0.31972789,0.68027211,0.31972789
GCF_01d561c0d0,GCF_f4c8ea3991,798,0.31971154,0.68028846,0.31971154
GCF_13233d4ad1,GCF_e721553e14,438,0.31970803,0.6802919700000001,0.31970803
GCF_1131f91fdf,GCF_3b9eca1cd3,86,0.3197026,0.6802973999999999,0.3197026
GCF_122c21ea5e,GCF_a3726bd3a6,86,0.3197026,0.6802973999999999,0.3197026
GCF_004276271e,GCF_31335240f9,39,0.31967213,0.68032787,0.31967213
GCF_10f4c9e388,GCF_25e7e41223,39,0.31967213,0.68032787,0.31967213
GCF_18926d412a,GCF_45c8995535,39,0.31967213,0.68032787,0.31967213
GCF_2937896dfc,GCF_fb2beeca5a,39,0.31967213,0.68032787,0.31967213
GCF_59df0c1ea8,GCF_60a7af43da,39,0.31967213,0.68032787,0.31967213
GCF_64ebd2a4ce,GCF_c75954aac4,39,0.31967213,0.68032787,0.31967213
GCF_681659f637,GCF_e0d05f7bfa,39,0.31967213,0.68032787,0.31967213
GCF_6c19fe6ada,GCF_c6d6af3c52,39,0.31967213,0.68032787,0.31967213
GCF_78049493d1,GCF_bb9baaa30e,39,0.31967213,0.68032787,0.31967213
GCF_98ab3b05ce,GCF_c15bf1841b,39,0.31967213,0.68032787,0.31967213
GCF_51e4cee7d4,GCF_a6b5c8a7a5,1302,0.31966609,0.68033391,0.31966609
GCF_064cc15008,GCF_d4c967b4d3,872,0.31964809,0.68035191,0.31964809
GCF_0d981711ea,GCF_c858e89c02,4480,0.3196347,0.6803653000000001,0.3196347
GCF_61ebbc35dc,GCF_afd9551e2a,614,0.3196252,0.6803748000000001,0.3196252
GCF_1ab6994e3f,GCF_88980c3105,373,0.31962296,0.68037704,0.31962296
GCF_0f0fdc1988,GCF_edd747984f,1173,0.31961853,0.6803814699999999,0.31961853
GCF_31c73b353d,GCF_737a6edf52,1428,0.31960609,0.68039391,0.31960609
GCF_00b9160dff,GCF_ec7d536039,248,0.31958763,0.68041237,0.31958763
GCF_10be3f2eea,GCF_3f718c0683,93,0.31958763,0.68041237,0.31958763
GCF_2057db5d6e,GCF_c6a820e331,31,0.31958763,0.68041237,0.31958763
GCF_23e2fb408d,GCF_9b91c88a97,62,0.31958763,0.68041237,0.31958763
GCF_247e1522a8,GCF_79673ba4bd,31,0.31958763,0.68041237,0.31958763
GCF_5a976e0da8,GCF_603a162496,31,0.31958763,0.68041237,0.31958763
GCF_9c629f53e0,GCF_c193e985dc,31,0.31958763,0.68041237,0.31958763
GCF_ac2e2a66cd,GCF_e9bd78b7da,7918,0.31958347,0.68041653,0.31958347
GCF_8c0118fc1b,GCF_90eeb8e514,449,0.31957295,0.68042705,0.31957295
GCF_ab134eac7a,GCF_d0d730c5f2,1721,0.31953212,0.68046788,0.31953212
GCF_53c2cefb41,GCF_a8d310ce67,54,0.31952663,0.6804733700000001,0.31952663
GCF_9e3c88cd17,GCF_a80a51f9e1,54,0.31952663,0.6804733700000001,0.31952663
GCF_064cc15008,GCF_43f47da4ac,987,0.31952088,0.68047912,0.31952088
GCF_3e8872348a,GCF_9b0f02f8b8,123,0.31948052,0.6805194800000001,0.31948052
GCF_d5f29f24d8,GCF_de37d4e253,706,0.31945701,0.68054299,0.31945701
GCF_0124d00bee,GCF_65e8991f47,23,0.31944444,0.68055556,0.31944444
GCF_07e147351c,GCF_c6b37d9bb8,23,0.31944444,0.68055556,0.31944444
GCF_09c8d92bfc,GCF_7659e63532,23,0.31944444,0.68055556,0.31944444
GCF_0c0dd268aa,GCF_4cdbc9ec18,23,0.31944444,0.68055556,0.31944444
GCF_110ce4447a,GCF_247214152f,23,0.31944444,0.68055556,0.31944444
GCF_13ccc509ab,GCF_2d1554e8a7,23,0.31944444,0.68055556,0.31944444
GCF_18bc50e96e,GCF_2efb819821,46,0.31944444,0.68055556,0.31944444
GCF_1de5c5a0f1,GCF_2f7844154c,23,0.31944444,0.68055556,0.31944444
GCF_24c11ef855,GCF_e714a2bd13,23,0.31944444,0.68055556,0.31944444
GCF_276e075129,GCF_596653749a,23,0.31944444,0.68055556,0.31944444
GCF_276e075129,GCF_864906b4f8,23,0.31944444,0.68055556,0.31944444
GCF_2937896dfc,GCF_8ffc5a9b84,46,0.31944444,0.68055556,0.31944444
GCF_37a92a7831,GCF_48d35df262,23,0.31944444,0.68055556,0.31944444
GCF_3b771c2907,GCF_705a2f2d4d,23,0.31944444,0.68055556,0.31944444
GCF_3c9d7083b3,GCF_64d347e540,23,0.31944444,0.68055556,0.31944444
GCF_3ca8edd0ee,GCF_ccf662b730,46,0.31944444,0.68055556,0.31944444
GCF_3df0895446,GCF_82e4b699d9,92,0.31944444,0.68055556,0.31944444
GCF_43d88c93f9,GCF_bdacb88a11,23,0.31944444,0.68055556,0.31944444
GCF_44b11d6e05,GCF_d7abf4f029,46,0.31944444,0.68055556,0.31944444
GCF_472c0fb4eb,GCF_8687fb5228,23,0.31944444,0.68055556,0.31944444
GCF_487a1714e5,GCF_4ffcab7600,23,0.31944444,0.68055556,0.31944444
GCF_4fbd116344,GCF_80fe18b5b7,138,0.31944444,0.68055556,0.31944444
GCF_541e1b986c,GCF_ee140823fd,23,0.31944444,0.68055556,0.31944444
GCF_562ccfad8e,GCF_e642fef87d,23,0.31944444,0.68055556,0.31944444
GCF_596653749a,GCF_87e89fef46,23,0.31944444,0.68055556,0.31944444
GCF_5aa9c8e4a1,GCF_db898d2111,69,0.31944444,0.68055556,0.31944444
GCF_5f2cbec0e0,GCF_93b74085dd,23,0.31944444,0.68055556,0.31944444
GCF_6c684babcb,GCF_75e67525c9,23,0.31944444,0.68055556,0.31944444
GCF_6d788c5273,GCF_8f51e1cbf1,23,0.31944444,0.68055556,0.31944444
GCF_731c594000,GCF_7d02bfa3f0,23,0.31944444,0.68055556,0.31944444
GCF_77d24e29fd,GCF_d2b5aaa400,23,0.31944444,0.68055556,0.31944444
GCF_8223bc02b1,GCF_e9e39f9be5,46,0.31944444,0.68055556,0.31944444
GCF_8397bb4ca6,GCF_9008f57833,23,0.31944444,0.68055556,0.31944444
GCF_864906b4f8,GCF_87e89fef46,23,0.31944444,0.68055556,0.31944444
GCF_8e8c0c6ec4,GCF_acffa79a3a,23,0.31944444,0.68055556,0.31944444
GCF_9677b4e33d,GCF_e01901cf59,23,0.31944444,0.68055556,0.31944444
GCF_c153c3ff7b,GCF_fe96a6836b,23,0.31944444,0.68055556,0.31944444
GCF_ce6741c0bb,GCF_d55cbecd55,23,0.31944444,0.68055556,0.31944444
GCF_d5939a48e4,GCF_e1340170a7,23,0.31944444,0.68055556,0.31944444
GCF_db3d2f136f,GCF_e2901fec0d,46,0.31944444,0.68055556,0.31944444
GCF_6612da7c82,GCF_fbe378499e,2529,0.31943918,0.68056082,0.31943918
GCF_916c6f40b6,GCF_c007ec0dcc,11282,0.31940434,0.68059566,0.31940434
GCF_f005a34834,GCF_fbb4d96147,191,0.31939799,0.68060201,0.31939799
GCF_0cc4440f3d,GCF_7ce8e133bc,2305,0.31938479,0.68061521,0.31938479
GCF_e008724cb0,GCF_f06ac8409b,2053,0.31938395,0.68061605,0.31938395
GCF_65ea18afe8,GCF_e008724cb0,1617,0.31937586,0.6806241399999999,0.31937586
GCF_1f2af41bee,GCF_379b05b2b3,183,0.31937173,0.6806282699999999,0.31937173
GCF_9b0f02f8b8,GCF_bf0ba6cd51,183,0.31937173,0.6806282699999999,0.31937173
GCF_31c73b353d,GCF_3bf7c2fc79,2033,0.31935281,0.68064719,0.31935281
GCF_2fc5a434bc,GCF_ba9936a637,746,0.31934932,0.6806506800000001,0.31934932
GCF_51e35ba0aa,GCF_cf733f79fd,2397,0.31934452,0.68065548,0.31934452
GCF_6a76758c19,GCF_8967c87552,1970,0.31933863,0.6806613699999999,0.31933863
GCF_06a8be7142,GCF_e4aedbf177,38,0.31932773,0.6806722700000001,0.31932773
GCF_198b8ba80a,GCF_71d27e80fb,38,0.31932773,0.6806722700000001,0.31932773
GCF_25e7e41223,GCF_2d9e2a9b1b,38,0.31932773,0.6806722700000001,0.31932773
GCF_422e54d5c8,GCF_beb31e2aa6,38,0.31932773,0.6806722700000001,0.31932773
GCF_96509b7700,GCF_f72b27341e,76,0.31932773,0.6806722700000001,0.31932773
GCF_96889b5f23,GCF_baeb59b6e4,114,0.31932773,0.6806722700000001,0.31932773
GCF_88980c3105,GCF_b41cf02fdd,281,0.31931818,0.68068182,0.31931818
GCF_7afe7f512d,GCF_ba9936a637,872,0.31929696,0.68070304,0.31929696
GCF_4d9730791e,GCF_cc70669188,53,0.31927711,0.68072289,0.31927711
GCF_5c734d47b5,GCF_dc37620b20,53,0.31927711,0.68072289,0.31927711
GCF_6f59cbc23f,GCF_cf733f79fd,2324,0.31927463,0.68072537,0.31927463
GCF_c39e358458,GCF_e2129baf04,227,0.31926864,0.68073136,0.31926864
GCF_53df2cc314,GCF_a8102a784e,6003,0.31925757,0.68074243,0.31925757
